Game, Training Size, Validation Size, Min Error, Mean Error, Max Error
256, 100, 26, 0.005058806687442685, 0.05571453358862097, 0.20132436322565922
257, 77, 20, 0.021607448504988337, 0.06754638461332833, 0.2286016977750588
258, 88, 22, 0.0006813557914161356, 0.06605615321533016, 0.19118956279068278
259, 66, 17, 0.007914177324240046, 0.07644992499381033, 0.2883439553968621
260, 83, 21, 0.019626723333724963, 0.0798469267388192, 0.2712431078281027
261, 82, 21, 0.006990435922698102, 0.0497203817094919, 0.1341239945022692
262, 79, 20, 0.0014478816548234297, 0.09430608231575903, 0.2557080647554765
263, 85, 22, 0.0021361926233219447, 0.08432968245135174, 0.250499732448731
264, 69, 18, 0.0029490282402527546, 0.06031355961449228, 0.16643109906029374
265, 87, 22, 0.01680494631077993, 0.10032613718011113, 0.2601101489449803
266, 77, 20, 0.003991310579582685, 0.07539582736759443, 0.2826440215059728
267, 92, 24, 0.008318048865996741, 0.04051016627899894, 0.2208049423121517
268, 92, 24, 3.241007847758215e-06, 0.0650418040467354, 0.2657110362771213
269, 99, 25, 0.025179583425846586, 0.07759465334423817, 0.26673681466526034
270, 85, 22, 0.001736474614669789, 0.06821220346950142, 0.25340726223039806
271, 82, 21, 0.03109755681398274, 0.08286195021346941, 0.2957080580022222
272, 78, 20, 0.008977666423204078, 0.068177150248888, 0.21729507924830582
273, 103, 26, 0.01081545701904394, 0.05009347338421504, 0.1797408920201572
274, 119, 30, 0.0020532395659967756, 0.059928103922923165, 0.19500605632221235
275, 110, 28, 0.01673254403456037, 0.0987779564207336, 0.23748408039850222
276, 116, 29, 0.0010351688604345322, 0.07862075325618371, 0.23005308908797895
277, 113, 29, 0.017509333223179317, 0.08912520840844272, 0.26888683138308284
278, 92, 24, 0.007571063067891681, 0.06986139891575605, 0.20805191193182065
279, 104, 27, 0.024437538591353128, 0.08132940412899077, 0.2625394001288347
280, 108, 27, 0.017103725912114176, 0.09520470958885931, 0.30042208946698246
281, 86, 22, 0.013335120006932044, 0.06185513503431834, 0.18436479970776043
282, 90, 23, 0.007394863017616715, 0.08655297446302217, 0.2507104342515902
283, 96, 24, 0.005800430750423136, 0.06615084578750752, 0.2196606241353669
284, 91, 23, 0.020929974408706163, 0.07362665284351563, 0.25604791253689063
285, 108, 27, 0.019911379500349935, 0.06931135727959989, 0.2766083072691079
286, 56, 15, 0.0017601330777693575, 0.037747949941942756, 0.09551653395184148
287, 73, 19, 0.0004323395441725303, 0.03348628180532733, 0.1399425871916401
288, 108, 28, 0.01760273577575322, 0.08065693484255344, 0.2339080011487219
289, 97, 25, 0.007211004114298425, 0.07125557370505614, 0.20858532337291497
290, 83, 21, 0.0023658298660656565, 0.08658652624769354, 0.2484501864536196
291, 80, 21, 0.008540797291906377, 0.05494251075989626, 0.19840206585602171
292, 75, 19, 0.025036328108509746, 0.0754042495932961, 0.24300232297216406
293, 112, 29, 0.010748234955781588, 0.06930935885168629, 0.2130118748112197
294, 79, 20, 0.005706240189487094, 0.06164524037300728, 0.28576461529288033
295, 84, 21, 0.0020422287868600147, 0.05979390307756972, 0.19622669958429506
296, 76, 20, 0.002732036605677453, 0.06633932291032833, 0.22469804428046625
297, 112, 29, 0.0017769805672651628, 0.05716355330226832, 0.20874514917263565
298, 97, 25, 0.03163480943208106, 0.10183001169063101, 0.2746311387679994
299, 84, 21, 0.011525371228976788, 0.060568826680288, 0.20476407120374535
300, 91, 23, 0.018052293453527768, 0.058303231493447225, 0.23535131019340816
301, 65, 17, 0.006364760603623565, 0.05131224928489397, 0.12709661163327268
302, 85, 22, 0.001985410299075223, 0.07375609999060592, 0.2457382199356305
303, 106, 27, 0.01499307110890613, 0.08390889275663775, 0.28289293477178723
304, 76, 20, 0.03385595315141803, 0.11055740274234838, 0.2635096268132563
305, 91, 23, 0.016478624415324883, 0.07897997262508674, 0.23286291826748895
306, 74, 19, 0.0047517227358022315, 0.07066909879992338, 0.20687171380134756
307, 86, 22, 0.025438104262466434, 0.06779405872691824, 0.17565220270788223
308, 68, 18, 0.0028818120544649994, 0.06446505004157548, 0.2288528443797636
309, 76, 19, 0.0036327974087351084, 0.07168922541164631, 0.3026555262721572
310, 102, 26, 0.0007304251087533187, 0.07362042680443501, 0.23726857543589575
311, 113, 29, 0.018666525105145583, 0.09660034109812311, 0.2211543616351338
312, 87, 22, 0.025382631595662404, 0.08435095903465474, 0.3241941045606487
313, 88, 23, 0.006209567697731622, 0.0716525723300387, 0.22090548876077037
314, 122, 31, 0.0008846450221410285, 0.08302503131067578, 0.21381441948502566
315, 84, 22, 0.0006506154631164343, 0.04370175555652797, 0.247207593242193
316, 80, 21, 0.019949679281880184, 0.05427303767159628, 0.18497125594702357
317, 84, 21, 0.008528331290396207, 0.037963533929282235, 0.18175803743395927
318, 100, 25, 0.02658411154145346, 0.06420018447677191, 0.17674929109139287
319, 64, 17, 0.00028836286538156536, 0.026674838727676273, 0.11600298118559263
320, 84, 21, 0.01170762517279729, 0.047135939537159575, 0.15812318177060952
321, 77, 20, 0.02685334741071195, 0.0754187588394485, 0.18129230223603476
322, 71, 18, 0.00013369574929011918, 0.02522725322478493, 0.22908529704368746
323, 56, 14, 0.03124641489750697, 0.11546922359683284, 0.24892427401225103
324, 103, 26, 0.002173863899170292, 0.10173536360985772, 0.2630068396744185
325, 106, 27, 0.0004233983168383526, 0.055161030875951395, 0.23521281488982804
326, 88, 22, 0.003302926184002297, 0.07782441257914857, 0.24719633953580356
327, 77, 20, 0.014130831157315962, 0.059638856257567804, 0.17943749255456048
328, 91, 23, 0.014843376678332354, 0.06118872953966934, 0.19017658766579687
329, 99, 25, 0.0022102429090290476, 0.0707980666997128, 0.24255142084835524
330, 116, 29, 0.0015862138615858612, 0.06110204031765626, 0.21369253103169017
331, 114, 29, 0.025698198522245322, 0.06955677863640758, 0.22113967079536123
332, 99, 25, 0.0011649329683008913, 0.08680417955631362, 0.2572001049407613
333, 89, 23, 0.0013746982969521856, 0.08445189368756285, 0.23126422906345107
334, 90, 23, 0.011029072742544943, 0.06879430991672124, 0.22462735322055916
335, 81, 21, 0.004202135561876812, 0.0632320517765677, 0.2137080509937037
336, 90, 23, 0.03803595075456953, 0.08833280766445846, 0.29036894473542263
337, 85, 22, 0.012349795546926196, 0.048852385843254846, 0.1915010958247425
338, 61, 16, 0.008293413289780865, 0.03529791116065147, 0.09624867556607411
339, 90, 23, 0.000652362483929414, 0.03839756031547985, 0.17580973446408282
340, 87, 22, 0.031775687651054096, 0.09903563211235117, 0.3045827130481714
341, 79, 20, 0.0042526263537034925, 0.047150089723758296, 0.19594718308059106
342, 78, 20, 0.0018309583573471733, 0.04473194616003253, 0.16757324880444946
343, 88, 22, 0.037469831297709866, 0.10494996083561291, 0.28111307972340693
344, 112, 28, 0.027325787567294646, 0.08306328503335025, 0.24825172391243022
345, 100, 25, 0.0002060592607268097, 0.09260475756245314, 0.24335662922991558
346, 103, 26, 0.013756054344421953, 0.07663600907806485, 0.21530894658503963
347, 80, 20, 0.012208223602079737, 0.0947073054200184, 0.2728024446286452
348, 104, 26, 0.03361105905445091, 0.09640512589023215, 0.2190011037746208
349, 96, 25, 0.013490830291932654, 0.07169432997175552, 0.21692890622754302
350, 76, 20, 0.003324434194698911, 0.040263430371534195, 0.23163291969304306
351, 87, 22, 0.04179401687642004, 0.10068904436508501, 0.3024286116611722
352, 119, 30, 0.02158307248876372, 0.08137110279011926, 0.26873309646306076
353, 84, 21, 0.0033787447846991836, 0.053675792607112846, 0.16191420328515096
354, 106, 27, 0.0018582983287744048, 0.06703460453659878, 0.24535636425416174
355, 75, 19, 0.0009646446612429221, 0.07771210739409662, 0.2233348899690687
356, 92, 23, 0.016607387990438156, 0.09454605363556072, 0.19406076812739104
357, 75, 19, 0.025182821828980795, 0.060040529643061585, 0.13101144345872373
358, 88, 22, 0.005392516797994462, 0.05916401281460449, 0.1690748408588143
359, 72, 18, 0.0013244890253167954, 0.05884085327848824, 0.21021223642021825
360, 93, 24, 0.03311187540063043, 0.08785950379162476, 0.31194939047825376
361, 80, 20, 0.038151183275788286, 0.0623298387794714, 0.27455494340228526
362, 100, 25, 0.021131723690144377, 0.05316335372858476, 0.16382592007656893
